id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
IrmDXyiQ,FALSE,white,5+5,mrzoom47,1591,xblazin_grape,1143,d4 Nf6 c4 Nc6 d5 Ne5 f4,A50,Mexican Defense: Horsefly Gambit,7
Z6vd44mE,FALSE,black,5+5,xblazin_grape,1143,mrzoom47,1591,e4 e5 Bc4 Nf6,C24,Bishop's Opening: Berlin Defense,4
vBnES6Ky,FALSE,black,5+6,xblazin_grape,1143,mrzoom47,1591,Nf3 d5 d3,A06,Zukertort Opening: Old Indian Attack,3
VGZ2lppO,FALSE,white,5+6,mrzoom47,1591,xblazin_grape,1143,e4 e5 f4 exf4 Nf3 d6,C34,King's Gambit Accepted |  Fischer Defense,6
r5DFOhSL,FALSE,white,5+6,mrzoom47,1591,xblazin_grape,1143,Nc3 e5 Nf3 Nc6 d4,A00,Van Geet Opening: Napoleon Attack,5
kVFEIFAQ,TRUE,black,8+0,synt3grate,924,asiantim09,1097,e4 d6 d4 e5,B07,King's Pawn Game: Maroczy Defense,4
DvBbvHEo,TRUE,white,17+3,viamilitaris,918,synt3grate,996,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
UWHmD4TN,TRUE,white,15+0,matheussouza50,1146,synt3grate,1048,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4
8k3DOYsm,TRUE,black,15+0,synt3grate,1077,mrkam977,1359,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4
kdfXa3Fs,TRUE,white,20+1,devas5k,1196,synt3grate,1162,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5,C50,Four Knights Game: Italian Variation,8
y5ELbImG,TRUE,black,10+1,synt3grate,1362,eugeniobarros,1157,e4 d5,B01,Scandinavian Defense,2
8AkTLLt9,FALSE,white,15+5,pandavader_1,989,synt3grate,1362,e4 e5 Nf3 Nc6 Bb5 a6 Ba4,C68,Ruy Lopez: Columbus Variation,7
tyI0uTbu,FALSE,white,15+0,wchermanne,1033,synt3grate,1362,e4 Nf6,B02,Alekhine Defense,2
B4m1tH7P,FALSE,black,10+15,synt3grate,1362,ednallor,1500,e4 Nc6,B00,Nimzowitsch Defense,2
t6mdHSNd,TRUE,black,7+8,synt3grate,1500,inacio,1584,d4 d5 c4 c6,D10,Slav Defense,4
KkX5kWcU,TRUE,draw,10+0,mobin1388,1847,alex_cos,1541,d4 c5 dxc5,A43,Benoni Defense: Benoni Gambit Accepted,3
TY9To34i,TRUE,black,10+0,sl13f,1555,mobin1388,1844,d4 e5 e4 exd4 Nf3 Nc6 Nxd4,C45,Scotch Game,7
VN86u6YU,TRUE,black,10+0,mobin1388,1856,awaretenacious,1819,d4 Nf6 Nf3 d5,D02,Queen's Pawn Game: Symmetrical Variation,4
cWrsTEgo,TRUE,white,10+0,didaiddi,1681,mobin1388,1874,d4 e6,A40,Horwitz Defense,2
xzVxQtHS,TRUE,white,10+0,mobin1388,1868,yuri-s,1663,d4 Nf6 Nf3 e6 c4 d5 Bg5,D30,Queen's Gambit Declined: Traditional Variation,7
w6yQObUB,TRUE,black,10+0,barobeyi,1741,mobin1388,1860,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
JNNBtQ1z,TRUE,black,10+0,mobin1388,1881,maciek1959,1518,d4 Nf6 c4 c5 d5 e5,A56,Benoni Defense: Czech Benoni Defense,6
MLozf6wy,TRUE,black,10+0,paperknight,1573,mobin1388,1877,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3
jtwirDl4,TRUE,white,10+0,mobin1388,1871,lightweight09,1704,d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d6 e4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
XU2aSJpr,TRUE,white,10+0,mobin1388,1858,phenixa,1920,d4 Nf6 c4 e6 Nc3 Bb4 Bg5,E30,Nimzo-Indian Defense: Leningrad Variation,7
hm1hlEEp,TRUE,white,10+0,mobin1388,1846,rumrunner,1834,d4 b6,A40,English Defense #2,2
X9qXwv0J,TRUE,black,10+0,eibar,1836,mobin1388,1832,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3
jwiDvtUw,TRUE,black,10+0,mobin1388,1841,kia010,1914,d4 Nf6 c4 g6 Nc3 d5,D80,Gruenfeld Defense,6
tyzK86lD,TRUE,white,10+0,mobin1388,1826,hppacer83,1965,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
uYz3bt4v,TRUE,black,10+0,chess7127,1626,mobin1388,1820,e4 e6,C00,French Defense #2,2
w1IP0yqo,TRUE,white,10+0,mobin1388,1818,abdullahhadi3,1368,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
VxTT5AS7,TRUE,white,10+0,fliabergo,1901,mobin1388,1827,e4 e6 Nf3,C00,French Defense: Knight Variation,3
PMp6DMRt,TRUE,white,10+0,samaraman,1791,mobin1388,1803,e4 e6 Nf3,C00,French Defense: Knight Variation,3
o6Cd4N2t,TRUE,white,10+0,mobin1388,1792,bernec,1788,d4 d5 c4 Nf6 Nc3 e6 Bg5,D50,Queen's Gambit Declined: Modern Variation,7
NoOhvluH,TRUE,white,10+0,mobin1388,1780,riki2,1808,d4 d5 c4 dxc4 e4,D20,Queen's Gambit Accepted: Saduleto Variation,5
yGcb5udF,TRUE,draw,10+0,alex_cos,1456,mobin1388,1789,e4 e6 e5,C00,French Defense: Steinitz Attack,3
Akng6RgR,TRUE,black,10+0,mobin1388,1802,jojack,1740,d4 c6 e4 d5 e5 c5,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,6
zYwcb45W,TRUE,white,10+0,miro61,2031,mobin1388,1807,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4
xDSz0IvJ,TRUE,white,10+0,storm_100,2182,mobin1388,1809,d4 e6 e4 d5 exd5,C01,French Defense: Exchange Variation,5
pnqCxr2D,TRUE,white,10+0,shayanaghaie,2062,mobin1388,1814,d4 e6,A40,Horwitz Defense,2
T0RlNA2f,TRUE,black,10+0,mobin1388,1828,kaji_djagal,1697,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3
T4DVGxZD,TRUE,white,10+0,mobin1388,1821,lightweight09,1699,d4 Nf6 c4 d6 Nc3 g6 Nf3 Bg7 e4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
f7UPTGwk,TRUE,black,10+0,shakailham,1915,mobin1388,1807,f4 d5,A03,Bird Opening: Dutch Variation,2
XmHXgF4P,TRUE,white,10+0,mobin1388,1791,shakailham,1929,d4 f5 c4 Nf6 Nc3,A85,Dutch Defense: Queen's Knight Variation,5
cUO9QQU9,TRUE,white,10+0,shakailham,1922,mobin1388,1799,f4,A02,Bird Opening,1
JmiWDBPx,TRUE,black,10+0,mobin1388,1810,dmitriy_pskov,1817,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4
AHYfrQuM,TRUE,black,10+0,jorge61gelp,1822,mobin1388,1798,b4,A00,Polish Opening,1
rY9AlCGo,TRUE,white,10+0,mobin1388,1784,gilbertooliveira78,1871,c4 e5,A20,English Opening: King's English Variation,2
y7Cqxzkx,TRUE,black,10+0,mobin1388,1788,arian95,2059,d4 d5 Nf3 Nf6,D02,Queen's Pawn Game: Symmetrical Variation,4
2NtgZvBF,TRUE,black,10+0,raspoutine250,1461,mobin1388,1785,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3
l81vn5EI,TRUE,black,15+0,cliward132,1094,garrigal439,1047,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
3VhOTS13,TRUE,black,15+8,cliward132,1104,brelan,1280,b3 e5 Bb2 Nc6,A01,Nimzo-Larsen Attack: Modern Variation #3,4
nj9nicKt,TRUE,white,7+8,rodrigobrugger,1633,cliward132,1106,Nf3 b6,A04,Zukertort Opening: Queenside Fianchetto Variation,2
o682tfoY,TRUE,white,15+4,bosi01,1506,cliward132,1109,b3,A01,Nimzo-Larsen Attack,1
4PdXXPTD,FALSE,black,10+0,cliward132,1109,briguy86,1227,e4 e6 Nf3,C00,French Defense: Knight Variation,3
MWP0253V,TRUE,white,15+5,fonbender,1709,cliward132,1117,e4 e6 d4,C00,French Defense: Normal Variation,3
5RAQfgCV,TRUE,draw,10+0,truscas,1302,cliward132,1116,b4,A00,Polish Opening,1
6flKrsMp,TRUE,white,10+0,cliward132,1084,gtrsknkrt,1370,d4 d5 c4 c6,D10,Slav Defense,4
bukaG0y8,TRUE,white,10+0,hazba86,1732,cliward132,1085,e4 e6 Nf3,C00,French Defense: Knight Variation,3
ktcyQlzk,FALSE,white,8+5,ic1moveahead,2022,cliward132,1085,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4
ng796Ixr,TRUE,black,10+0,cliward132,1086,alireza_khamseh,1774,d4 d5 c4 c6 e3 Nf6 Nf3 Bg4,D12,Slav Defense: Quiet Variation |  Pin Defense,8
P0qkOgis,TRUE,white,15+0,strudel,1651,cliward132,1087,e4 e5 Nc3 Nf6 f4 d5,C29,Vienna Game: Vienna Gambit |  Main Line,6
s2mBmi3p,TRUE,white,10+25,bharatt,1319,cliward132,1096,e3,A00,Van't Kruijs Opening,1
jhdtWIo3,TRUE,white,7+5,somo,1683,cliward132,1097,e4 e6 Nf3 Nc6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
SCaRj18P,TRUE,white,6+8,cliward132,1080,momo314,1047,d4 b6,A40,English Defense #2,2
xWmJyQNx,TRUE,black,15+3,cliward132,1092,mimelam,1247,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3
yu53Bu4z,TRUE,white,13+2,cymon,1707,cliward132,1093,e4 e6 d4 d5 e5,C02,French Defense: Advance Variation #3,5
342REOyC,TRUE,white,15+15,iruivo,1425,cliward132,1099,e4 e6 Nf3 Nc6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
d8ioettO,TRUE,black,5+5,cliward132,1121,bionivek,1105,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3
19MpTkmf,FALSE,black,10+0,cliward132,1121,martinpopote,1501,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3
qO0X8v2F,TRUE,black,20+0,cliward132,1126,campelovisc,1483,e4 e6 Nc3,C00,French Defense: Queen's Knight,3
st5BpERu,FALSE,white,15+0,papalock,1778,cliward132,1126,e4 e6 Nf3,C00,French Defense: Knight Variation,3
E7Hw4X7S,FALSE,draw,15+0,ramy11,1186,cliward132,1126,e3,A00,Van't Kruijs Opening,1
wK4GQAj3,TRUE,white,10+0,hans769,1476,cliward132,1131,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
8RkCBYpm,FALSE,white,10+5,idrante,1884,cliward132,1131,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
2kO3kKu6,TRUE,white,10+10,sebastiatamarit,1494,cliward132,1137,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3
IFp8nfQZ,TRUE,white,7+7,siindbad,2335,grigorich,2262,e4 c5 Nf3 Nc6 Bb5 g6,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
V424nN5B,TRUE,black,7+7,grigorich,2271,siindbad,2322,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Bc5 c3,C64,Ruy Lopez: Classical Variation |  Zukertort Gambit,9
UPcUB2Tt,TRUE,white,7+7,siindbad,2307,grigorich,2280,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
njN5niah,TRUE,black,7+7,grigorich,2291,siindbad,2290,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3,D32,Tarrasch Defense: Two Knights Variation,9
fSGIGtCs,TRUE,white,15+0,siindbad,2269,walkerbxd,2347,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
VKtNL8My,TRUE,white,14+0,siindbad,2247,malitamaro,2323,Nf3 Nf6,A04,Reti Opening #2,2
fzH5Q1tG,TRUE,white,5+5,siindbad,2235,handenursa,2118,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Bd3 Bd6,D46,Semi-Slav Defense: Chigorin Defense,12
iJoTkwH9,TRUE,black,5+5,handenursa,2126,siindbad,2221,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4,C47,Four Knights Game: Scotch Variation Accepted,8
BNF3lL3A,TRUE,white,15+0,siindbad,2202,rd98,2234,e4 c5 Nf3 e6 Nc3 Nc6 d4 cxd4 Nxd4,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9
64RbTU8h,TRUE,black,8+3,millmead,2193,siindbad,2181,c4 e5,A20,English Opening: King's English Variation,2
BajyEizY,TRUE,black,5+5,jonnyturgi,2204,siindbad,2157,d4 e6 c4 Nf6 Nf3 b6 g3 Bb7 Bg2 Bb4+,E16,Queen's Indian Defense: Capablanca Variation,10
Sr1rM0fj,TRUE,black,5+5,rezadianati,2120,siindbad,2135,e4 e6 d4 d5 Nd2 Nf6,C05,French Defense: Tarrasch Variation |  Closed Variation,6
QAMJ6qWi,FALSE,white,25+0,siindbad,2135,suziernesti,1151,d4 c5 d5 e5 e4 d6,A44,Semi-Bononi,6
NvV5jsrT,FALSE,black,25+0,suziernesti,1151,siindbad,2135,h4,A00,Kadas Opening,1
j73xhBdO,TRUE,black,8+0,ipotekamd,1586,siindbad,2133,e4 Nf6 e5 Nd5 d4 d6 Bc4,B03,Alekhine Defense: Balogh Variation,7
UIzzkIrU,TRUE,black,8+8,neelsg,1635,siindbad,2131,e4 e6 e5,C00,French Defense: Steinitz Attack,3
nC2ovlsG,TRUE,black,18+0,svyazist1980_36,1967,siindbad,2116,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4,B18,Caro-Kann Defense: Classical Variation |  Main Line,11
pHBZQFCA,TRUE,white,10+0,siindbad,2080,sodel,2278,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O,D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,10
T5zJ8LrR,TRUE,white,10+0,siindbad,2070,miguelhermoz,1821,e4 e6 d4 d5 Nc3,C10,French Defense: Paulsen Variation,5
vR37nbhu,TRUE,black,10+0,thejoker132,1791,siindbad,2060,e4 d5 exd5 Nf6 c4 c6,B01,Scandinavian Defense: Panov Transfer,6
e9lW5664,TRUE,black,10+0,pertrossiann,2043,siindbad,2032,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6,B01,Scandinavian Defense: Main Line |  Mieses Variation,8
tyVpE6fx,TRUE,white,10+0,siindbad,2016,miguelhermoz,1839,Nf3 c6 e4 d5 Nc3,B10,Caro-Kann Defense: Two Knights Attack,5
mB1jGzRN,TRUE,white,10+0,siindbad,1989,chileno1,1945,e4 e6 d4 d5 Nd2,C03,French Defense: Tarrasch Variation,5
fLAZN1YG,TRUE,white,10+0,siindbad,1943,oldman25,2091,c4 Nf6 Nc3 d5 cxd5 Nxd5 d4 g6 e4 Nxc3 bxc3 Bg7 Nf3,D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation,13
D5oxHuMS,TRUE,white,10+0,siindbad,1909,boipeba,1887,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Nxf6+ exf6,B15,Caro-Kann Defense: Tartakower Variation,10
RAnGhDmB,TRUE,black,10+0,adonaiadan,1729,siindbad,1886,c4 Nf6 d4 e5 dxe5 Ng4 Nf3,A52,Budapest Defense: Adler Variation,7
hvC0cVuJ,TRUE,white,10+3,jdimojc,1627,ihsan71,1627,e4 e6 Nf3 Nc6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
WdLfHotx,TRUE,black,10+3,jdimojc,1657,martinfoxdale,1638,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
YBcsgyAd,TRUE,white,10+3,meadowsky,1970,jdimojc,1666,d4 d6 e4 Nf6 Nc3,B07,Pirc Defense #2,5
cWPwErEE,TRUE,black,10+3,tarantint,1696,jdimojc,1629,d4 d6,A41,Queen's Pawn,2
ekGX7kSu,TRUE,black,10+3,jdimojc,1669,wazbi,1792,e4 g6,B06,Modern Defense,2
jDWjJBB4,TRUE,black,10+3,jdimojc,1714,kiumars,1676,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
SvOv9vvN,TRUE,draw,10+3,jdimojc,1744,gustavobueno24,1440,e4 e5 Nf3 Nc6 Bb5,C60,Ruy Lopez,5
ayguuKL4,TRUE,black,10+3,xeltamvp,1573,jdimojc,1715,e4 d6 d4 Nd7,B07,Rat Defense: Antal Defense,4
eqtL1GCI,TRUE,black,10+3,black_slonik,1472,jdimojc,1691,d4 d6,A41,Queen's Pawn,2
o0HszYqU,TRUE,black,10+3,jdimojc,1787,batdk59,1533,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
uWrTW7LU,TRUE,black,10+3,ch111,1550,jdimojc,1755,d4 d6 c4,A41,Old Indian Defense,3
dxRVSU8g,TRUE,draw,10+3,jdimojc,1757,trombler,1748,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 b5,C57,Italian Game: Two Knights Defense |  Ulvestad Variation,10
SkMyE8gP,TRUE,black,10+3,vega2015,1840,jdimojc,1606,d4 d6,A41,Queen's Pawn,2
uocWBrs9,TRUE,black,10+3,sean-healy,1589,jdimojc,1444,e4 d6,B07,Pirc Defense #4,2
PxpPRBS0,TRUE,black,10+3,jdimojc,1545,danseptinusjimb,1684,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
asBHxWEO,TRUE,white,10+3,jdimojc,1500,knightstand,1081,e4 e5 Nf3 Nf6 Nxe5 Nxe4,C42,Russian Game: Damiano Variation,6
LLv8soTI,TRUE,white,5+10,kerboodle,2422,iamthebest10,2324,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5,C45,Scotch Game: Mieses Variation,11
ngEHQntO,TRUE,black,8+0,chesspirate421,2458,kerboodle,2424,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Qe2,C81,Ruy Lopez: Open Variations |  Howell Attack #2,17
RDqMrFR8,TRUE,white,15+0,kerboodle,2415,rainmaker_93,2331,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 exd4,C80,Ruy Lopez: Open Variations |  Riga Variation,12
CDVEwFYa,TRUE,black,5+5,edo999_82,2420,kerboodle,2404,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6,A58,Benko Gambit Accepted |  Fully Accepted Variation,9
fVrvDDyE,TRUE,black,10+0,lexisvar,2513,kerboodle,2383,e4 d6,B07,Pirc Defense #4,2
JoykGWni,TRUE,black,10+0,falkenauge,2469,kerboodle,2369,e4 g6 d4 Bg7 Nc3 d6 Nf3 c6,B06,Modern Defense: Two Knights Variation |  Suttles Variation,8
EHkaMaHb,TRUE,draw,10+0,flavio2014,2220,kerboodle,2374,e4 c5 Nf3 Nc6 Nc3 g6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Bc4,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
zM6tvGnk,TRUE,white,10+0,kerboodle,2367,kurzeme,2234,e4 c6 d4 d5 exd5 cxd5 c4 e6 Nf3 Nf6 Nc3 Bb4,E54,Nimzo-Indian Defense: Panov Attack |  Main Line,12
7gGS7pPm,TRUE,black,10+0,kurzeme,2249,kerboodle,2359,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Bd3 c5,E53,Nimzo-Indian Defense: Normal Variation |  Gligoric System,12
3mKOHzw7,TRUE,black,10+0,lerose,2324,kerboodle,2349,e4 c5 Nc3 Nc6,B25,Sicilian Defense: Closed Variation |  Traditional,4
B3tErunx,TRUE,black,10+0,firas101,2226,kerboodle,2342,e4 e6 d4 d5 Nc3 Bb4 e5,C16,French Defense: Winawer Variation |  Advance Variation,7
f2ZTk7HE,TRUE,white,10+0,kerboodle,2331,sorcel,2336,d4 Nf6 c4 c5 d5 b5 Nd2,A57,Benko Gambit Declined |  Quiet Line,7
QsZhZp1R,TRUE,white,10+0,liv1990,2203,kerboodle,2346,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6,C67,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10
Tqf77qEs,TRUE,white,10+0,kerboodle,2338,douiche,2272,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 h6,E73,King's Indian Defense: Averbakh Variation |  Flexible Defense,12
sworq8o3,TRUE,black,10+0,kerboodle,2347,sitaikuku,2394,d4 e5,A40,Englund Gambit,2
xm2JsGQV,TRUE,black,8+0,kerboodle,2355,chesskm8,2449,Nf3 Nf6 c4 d5 cxd5 Nxd5 Nc3,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,7
JaqSGaaU,TRUE,white,10+0,margune,1817,viridian_mantis,1798,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4,C46,Four Knights Game: Italian Variation,7
bqnOjpTT,TRUE,black,30+0,thebifurcator,1645,vanquil,1737,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
nDdY19oK,TRUE,black,15+4,tomasz77,1641,vanquil,1726,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3
dD8NMFWq,FALSE,black,10+0,vanquil,1726,djd38,1653,e4 c5 Nf3 g6 d4,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
f7gmW1Ld,FALSE,white,15+8,maks31,1592,bilel16,1500,e4 e6 Nf3,C00,French Defense: Knight Variation,3
kHO8nEwI,TRUE,black,5+5,bosko1,1587,maks31,1519,e4 e5 d4 exd4 Qxd4 Nc6,C22,Center Game: Normal Variation,6
69jOMJ0Q,TRUE,black,10+5,maks31,1547,mavericks,1801,e4 e5 Nf3 Nc6 Bb5 Bc5,C64,Ruy Lopez: Classical Variation,6
UU9iZWI5,TRUE,white,20+0,anatolii76,1678,maks31,1618,e4 e5 f4 Nf6,C30,King's Gambit Declined |  Petrov's Defense,4
2DohR7nT,TRUE,black,10+4,maks31,1674,vadik1810,1862,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10
s92mywrk,TRUE,white,12+0,maks31,1430,cuerosky,2173,e4 e5 Nf3,C40,King's Knight Opening,3
5Etx9UBo,FALSE,draw,10+0,maks31,1430,translator_ru_ro,1618,e4 d5 exd5 Qxd5 Nc3 Qa5,B01,Scandinavian Defense: Main Line,6
ukrD5DWR,TRUE,black,20+0,maks31,1500,littlerose,1810,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6
V7sUBmKR,TRUE,white,30+5,chess_guru_99,1257,cboss446,1042,e4 d5,B01,Scandinavian Defense,2
lYTKo3cq,TRUE,white,7+5,cboss446,971,empedocle1,1153,e4 e5 d4 exd4 Qxd4,C21,Center Game,5
lQGYh4Um,TRUE,white,5+8,masmaruc,1214,cboss446,994,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
GXYrEnF8,TRUE,white,6+20,berguenlouis,1748,cboss446,996,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
qZFiw8wb,TRUE,white,10+0,colorlace,1127,cboss446,1193,e4 d5,B01,Scandinavian Defense,2
bmERzpsG,FALSE,black,180+60,cboss446,1193,abondano,1319,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4
IIpn9RYk,TRUE,black,15+0,dikietv,1244,cedley1969,1394,e4 e5 Bb5,C20,Portuguese Opening,3
iY3HQL7E,TRUE,white,15+0,cedley1969,1386,dikietv,1352,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3
QhMsuvnB,TRUE,white,10+7,profeblanco,1559,dikietv,1500,e4 e5 f4 Qh4+ g3,C30,King's Gambit Declined: Keene's Defense #2,5
RSWn3dym,TRUE,white,30+30,kferapont,2131,trexchess,2103,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6,B32,Sicilian Defense: Kalashnikov Variation,10
fUSlykPb,TRUE,white,10+0,trexchess,2095,eskipur,1991,c4 e5,A20,English Opening: King's English Variation,2
pqkIYYtP,TRUE,white,10+0,trexchess,2088,dolfi,1974,c4 e5,A20,English Opening: King's English Variation,2
Iuo32IUI,TRUE,white,5+5,amayak,2247,trexchess,2094,e4 c5 b4 cxb4 a3 bxa3,B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation,6
xs1VBiLR,TRUE,black,10+0,stevenemily,1453,loveotsuu,1380,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
IJeOuv9I,TRUE,white,10+0,stevenemily,1446,aerosolpaint,1317,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4,C46,Four Knights Game: Italian Variation,7
oztjGqcs,TRUE,black,10+0,stevenemily,1459,enprise2,1392,e4 e5 Nf3 d6,C41,Philidor Defense #2,4
6Is0IXFg,TRUE,black,10+0,tcmfan,1434,stevenemily,1449,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
gzKxnMzD,FALSE,white,5+7,lance5500,2621,stevenemily,1449,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Nc3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
1nwBCZ0R,TRUE,white,90+30,vanduongkhach,1816,ranchowangdu,1409,e4 c5 Nc3 e6 Nf3 d6 d4 cxd4 Nxd4 Nf6 g4,B81,Sicilian Defense: Scheveningen Variation |  Keres Attack,11
nLJUV1jL,TRUE,white,90+30,vanduongkhach,1757,ranchowangdu,1500,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5,B94,Sicilian Defense: Najdorf Variation,11
bhdGL9GP,FALSE,white,60+30,vanduongkhach,1757,ranchowangdu,1500,c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nxc3,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation,10
KRIxBpUF,FALSE,black,5+5,ranchowangdu,1500,tomminator,1901,c4 e5 Nc3 Nf6,A22,English Opening: King's English Variation |  Two Knights Variation,4
BtGygBSf,FALSE,white,5+5,ranchowangdu,1500,queennerd,1161,c4 e5,A20,English Opening: King's English Variation,2
rAO6oybn,FALSE,white,5+5,ranchowangdu,1500,justicebot,2723,e4,B00,King's Pawn,1
PCilG7NF,FALSE,black,5+5,ranchowangdu,1500,sammyrainbow,1937,c4 Nf6 Nf3 g6,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
9bIIqx54,FALSE,black,5+5,ranchowangdu,1500,boseayan,2021,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 c3 O-O Re1 b5 Bb3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 c6 d4 Bd6 Re1 Qh4 g3 Qh3,C89,Ruy Lopez: Marshall Attack |  Modern Main Line,28
